city,state,zip,county,population,slug,combined_rate,combined_rate_pct,taxable,jurisdiction_levels,needs_review,address_valid,seo_title,meta_description,intro_text
Fort Wayne,IN,46805,Allen,256496,fort-wayne-in,0.07000,7%,true,STATE,false,skipped,"Fort Wayne, IN Sales Tax Calculator","The combined sales tax rate in Fort Wayne, IN is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Fort Wayne, IN is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Orlando,FL,32812,Orange,255483,orlando-fl,0.06500,6.5%,true,STATE|COUNTY,false,skipped,"Orlando, FL Sales Tax Calculator","The combined sales tax rate in Orlando, FL is 6.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Orlando, FL is 6.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
St. Petersburg,FL,33714,Pinellas,249688,st-petersburg-fl,0.07000,7%,true,STATE|COUNTY,false,skipped,"St. Petersburg, FL Sales Tax Calculator","The combined sales tax rate in St. Petersburg, FL is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in St. Petersburg, FL is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Chandler,AZ,85246,Maricopa,249146,chandler-az,0.07800,7.8%,true,STATE|COUNTY|CITY,false,skipped,"Chandler, AZ Sales Tax Calculator","The combined sales tax rate in Chandler, AZ is 7.8%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Chandler, AZ is 7.8%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Laredo,TX,78040,Webb,248142,laredo-tx,0.08250,8.25%,true,STATE|COUNTY|CITY|DISTRICT,false,skipped,"Laredo, TX Sales Tax Calculator","The combined sales tax rate in Laredo, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Laredo, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Norfolk,VA,23509,Norfolk (city),246139,norfolk-va,0.06000,6%,true,STATE|COUNTY|DISTRICT,false,skipped,"Norfolk, VA Sales Tax Calculator","The combined sales tax rate in Norfolk, VA is 6%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Norfolk, VA is 6%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Durham,NC,27704,Durham,245475,durham-nc,0.07500,7.5%,true,STATE|COUNTY,false,skipped,"Durham, NC Sales Tax Calculator","The combined sales tax rate in Durham, NC is 7.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Durham, NC is 7.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Madison,WI,53715,Dane,243344,madison-wi,0.05500,5.5%,true,STATE|COUNTY,false,skipped,"Madison, WI Sales Tax Calculator","The combined sales tax rate in Madison, WI is 5.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Madison, WI is 5.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Lubbock,TX,79411,Lubbock,239538,lubbock-tx,0.08250,8.25%,true,STATE|COUNTY|CITY,false,skipped,"Lubbock, TX Sales Tax Calculator","The combined sales tax rate in Lubbock, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Lubbock, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Irvine,CA,92604,Orange,236716,irvine-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Irvine, CA Sales Tax Calculator","The combined sales tax rate in Irvine, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Irvine, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Winston-Salem,NC,27127,Forsyth,236441,winston-salem-nc,0.07000,7%,true,STATE|COUNTY,false,skipped,"Winston-Salem, NC Sales Tax Calculator","The combined sales tax rate in Winston-Salem, NC is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Winston-Salem, NC is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Glendale,AZ,85302,Maricopa,234632,glendale-az,0.09200,9.2%,true,STATE|COUNTY|CITY,false,skipped,"Glendale, AZ Sales Tax Calculator","The combined sales tax rate in Glendale, AZ is 9.2%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Glendale, AZ is 9.2%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Garland,TX,75046,Dallas,234566,garland-tx,0.08250,8.25%,true,STATE|CITY|DISTRICT,false,skipped,"Garland, TX Sales Tax Calculator","The combined sales tax rate in Garland, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Garland, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Hialeah,FL,33012,Miami-Dade,233394,hialeah-fl,0.07000,7%,true,STATE|COUNTY,false,skipped,"Hialeah, FL Sales Tax Calculator","The combined sales tax rate in Hialeah, FL is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Hialeah, FL is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Reno,NV,89507,Washoe,233294,reno-nv,0.08265,8.265%,true,STATE|COUNTY,false,skipped,"Reno, NV Sales Tax Calculator","The combined sales tax rate in Reno, NV is 8.265%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Reno, NV is 8.265%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Chesapeake,VA,23327,Chesapeake (city),230571,chesapeake-va,0.06000,6%,true,STATE|COUNTY|DISTRICT,false,skipped,"Chesapeake, VA Sales Tax Calculator","The combined sales tax rate in Chesapeake, VA is 6%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Chesapeake, VA is 6%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Gilbert,AZ,85295,Maricopa,229972,gilbert-az,0.08300,8.3%,true,STATE|COUNTY|CITY,false,skipped,"Gilbert, AZ Sales Tax Calculator","The combined sales tax rate in Gilbert, AZ is 8.3%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Gilbert, AZ is 8.3%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Baton Rouge,LA,70812,East Baton Rouge Parish,229426,baton-rouge-la,0.10500,10.5%,true,STATE|LOCAL|DISTRICT,false,skipped,"Baton Rouge, LA Sales Tax Calculator","The combined sales tax rate in Baton Rouge, LA is 10.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Baton Rouge, LA is 10.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Irving,TX,75039,Dallas,228653,irving-tx,0.08250,8.25%,true,STATE|CITY|DISTRICT,false,skipped,"Irving, TX Sales Tax Calculator","The combined sales tax rate in Irving, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Irving, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Scottsdale,AZ,85258,Maricopa,226918,scottsdale-az,0.08000,8%,true,STATE|COUNTY|CITY,false,skipped,"Scottsdale, AZ Sales Tax Calculator","The combined sales tax rate in Scottsdale, AZ is 8%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Scottsdale, AZ is 8%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
North Las Vegas,NV,89031,Clark,226877,north-las-vegas-nv,0.08375,8.375%,true,STATE|COUNTY,false,skipped,"North Las Vegas, NV Sales Tax Calculator","The combined sales tax rate in North Las Vegas, NV is 8.375%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in North Las Vegas, NV is 8.375%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Fremont,CA,94536,Alameda,224922,fremont-ca,0.10250,10.25%,true,STATE|COUNTY|DISTRICT,false,skipped,"Fremont, CA Sales Tax Calculator","The combined sales tax rate in Fremont, CA is 10.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Fremont, CA is 10.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Richmond,VA,23218,City of Richmond,214114,richmond-va,0.06000,6%,true,STATE|COUNTY|DISTRICT,false,skipped,"Richmond, VA Sales Tax Calculator","The combined sales tax rate in Richmond, VA is 6%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Richmond, VA is 6%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
San Bernardino,CA,92401,San Bernardino,213708,san-bernardino-ca,0.08750,8.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"San Bernardino, CA Sales Tax Calculator","The combined sales tax rate in San Bernardino, CA is 8.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in San Bernardino, CA is 8.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Birmingham,AL,35204,Jefferson,212113,birmingham-al,0.08000,8%,true,STATE|CITY,false,skipped,"Birmingham, AL Sales Tax Calculator","The combined sales tax rate in Birmingham, AL is 8%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Birmingham, AL is 8%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Spokane,WA,99202,Spokane,210721,spokane-wa,0.09100,9.1%,true,STATE|COUNTY|CITY|DISTRICT,false,skipped,"Spokane, WA Sales Tax Calculator","The combined sales tax rate in Spokane, WA is 9.1%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Spokane, WA is 9.1%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
